id,redemption_status
3,0.1307203769683838
4,0.0009432475198991597
5,0.04924396798014641
8,4.667555549531244e-05
10,4.680753772845492e-05
12,0.0005953945801593363
13,0.009895003400743008
16,4.313070166972466e-05
18,0.00731605663895607
31,0.0029783793725073338
36,0.0030627178493887186
37,0.001116871484555304
38,0.0006471656961366534
40,5.63926478207577e-05
41,4.3304044083924964e-05
44,0.009739451110363007
47,0.0028447757940739393
49,0.0011932833585888147
50,0.000907476176507771
53,5.8588186220731586e-05
57,0.0015610719565302134
59,5.902256816625595e-05
60,0.0036861030384898186
64,3.079990710830316e-05
67,0.00019366802007425576
68,0.00011247033398831263
70,0.0020167140755802393
73,0.00043422175804153085
76,4.303210153011605e-05
78,0.00039419796667061746
81,0.009737340733408928
87,7.209129398688674e-05
89,0.0006337925442494452
94,0.0017533227801322937
96,0.009492175653576851
98,0.003981171175837517
100,0.00863735657185316
105,0.0027984147891402245
108,0.0015758489025756717
109,0.0010100939543917775
111,5.455893915495835e-05
112,0.004876734223216772
114,0.00244607194326818
116,0.005285805091261864
119,0.013555273413658142
120,6.452626985264942e-05
126,3.8551170291611925e-05
127,0.00887110736221075
128,2.603554821689613e-05
132,0.0004940556827932596
133,2.3712813344900496e-05
138,0.00016334504471160471
140,0.014866512268781662
143,0.0037949709221720695
145,0.0014456105418503284
147,0.0022072154097259045
148,7.629416359122843e-05
149,0.05836755409836769
150,0.0003464647743385285
153,0.0019151170272380114
157,3.0318366043502465e-05
162,0.003656181041151285
163,2.9060483939247206e-05
166,3.261039819335565e-05
168,0.00030800167587585747
173,0.001614100649021566
174,0.0001592703629285097
175,0.004449974279850721
177,0.004205347504466772
178,0.0013913626316934824
185,3.7102188798598945e-05
189,0.002435497473925352
190,4.430869375937618e-05
191,2.3596256141900085e-05
199,0.14483752846717834
201,0.008281269110739231
203,3.6063916923012584e-05
204,0.08454114198684692
210,0.012778404168784618
211,0.0002905744477175176
212,0.0002240315661765635
216,0.0029939531814306974
223,0.00957070104777813
226,0.0048805540427565575
227,0.222360298037529
229,0.0083957863971591
232,0.0003350522893015295
234,3.92734982597176e-05
235,3.608256156439893e-05
236,0.009801927022635937
237,0.00014686855138279498
244,3.0530518415616825e-05
245,0.0002590463263913989
246,0.009678096510469913
248,0.0006400414858944714
249,0.01856987178325653
251,0.0038435517344623804
252,0.00018590535910334438
253,0.0004010570119135082
256,3.356172965141013e-05
257,0.0002237408043583855
258,3.549303437466733e-05
263,0.005157420877367258
268,0.0003317732480354607
271,2.874333040381316e-05
272,0.001936063403263688
274,0.001134222955442965
276,0.0007722909213043749
278,0.00022494937002193183
280,0.000809300399851054
281,0.00039835774805396795
285,0.00036054052179679275
288,0.00010994364129146561
289,0.001119408174417913
294,3.1068178941495717e-05
296,0.058375924825668335
297,4.597237420966849e-05
300,4.0814436943037435e-05
302,0.01704917661845684
303,3.163434303132817e-05
310,3.091561666224152e-05
311,0.0011513156350702047
312,8.496856753481552e-05
314,3.427427509450354e-05
315,0.00019185304699931294
319,0.0005473835044540465
323,0.0013510616263374686
324,0.059991370886564255
327,0.0103559959679842
333,4.5721546484855935e-05
334,3.712678517331369e-05
338,3.603070945246145e-05
339,0.0008432459435425699
340,0.0007529319263994694
341,0.001244689803570509
344,0.0035107110161334276
348,0.0012093125842511654
349,0.011362748220562935
350,0.00030164647614583373
354,0.0059339068830013275
358,3.1641218811273575e-05
364,0.00010700586426537484
373,0.00033964207977987826
375,0.0034532786812633276
376,0.003073075320571661
377,0.00010237011883873492
379,2.4984308765851893e-05
381,0.001272473600693047
382,0.0069463374093174934
388,3.877637936966494e-05
390,0.0023730925749987364
394,0.0001478989579482004
396,0.0009916007984429598
399,0.013862298801541328
402,4.3844531319336966e-05
405,0.00020239151490386575
408,0.00016437577141914517
409,0.00263039767742157
414,0.0003362174902576953
415,5.077799505670555e-05
416,0.0040544611401855946
422,0.01634097844362259
426,0.00015682182856835425
427,3.276963616372086e-05
429,0.0002084042498609051
431,0.010512606240808964
432,0.0038322650361806154
433,0.0029968125745654106
434,0.040322091430425644
436,0.029202034696936607
437,0.004159874748438597
439,0.000274442631052807
442,0.0020287218503654003
443,0.0004576214123517275
444,0.008699052967131138
448,7.942336378619075e-05
451,0.0500536747276783
453,0.0008882720139808953
458,0.0001443799992557615
459,0.005699837114661932
460,0.0004927306436002254
462,0.0005450789467431605
464,0.0037567608524113894
466,0.0010751329828053713
467,0.0028676658403128386
471,0.0027965460903942585
476,0.07692072540521622
477,0.0011306722881272435
480,0.0007103693787939847
481,0.004188766703009605
482,0.0070304349064826965
489,2.6933576009469107e-05
490,0.00023851713922340423
493,3.410616045584902e-05
498,0.03906567022204399
500,2.707276144064963e-05
501,3.593688961700536e-05
509,4.0641523810336366e-05
510,0.0020344355143606663
511,0.00023024730035103858
512,3.155919330311008e-05
513,4.734282993013039e-05
514,0.00017175616812892258
520,0.008008993230760098
522,4.421663106768392e-05
524,3.72389804397244e-05
527,0.0019776930566877127
